wall_time,step,value
1658387022.3569133,487476224,0.0
1658387082.3479629,488082432,0.0
1658387142.345096,488687616,0.0
1658387202.3656433,489293824,0.0
1658387262.3542266,489900032,0.0
1658387322.353554,490506240,0.0
1658387382.351041,491112448,0.0
1658387442.345261,491718656,0.0
1658387502.3549361,492324864,0.0
1658387562.3670416,492931072,0.0
1658387622.3547795,493537280,0.0
1658387682.360446,494143488,0.0
1658387742.352024,494750720,0.0
1658387802.3497252,495351808,0.0
1658387862.3503518,495960064,0.0
1658387922.346687,496567296,0.0
1658387982.3505344,497170432,0.0
1658388042.3525448,497778688,0.0
1658388102.3484652,498383872,0.0
1658388162.3503928,498988032,0.0
1658388222.3618386,499593216,0.0
1658388282.3507493,500198400,0.0
1658388342.3508964,500803584,0.0
1658388402.352888,501408768,0.0
1658388462.3577833,502014976,0.0
1658388522.346781,502620160,0.0
1658388582.3485174,503225344,0.0
1658388642.3680322,503831552,0.0
1658388702.3483827,504438784,0.0
1658388762.354895,505043968,0.0
1658388822.3516932,505649152,0.0
1658388882.351425,506254336,0.0
1658388942.3550117,506860544,0.0
1658389002.352207,507464704,0.0
1658389062.3512638,508070912,0.0
1658389122.3523188,508676096,0.0
1658389182.3426867,509281280,0.0
1658389242.3475819,509886464,0.0
1658389302.3531606,510492672,0.0
1658389362.3440554,511097856,0.0
1658389422.3471086,511704064,0.0
1658389482.3600018,512310272,0.0
1658389542.3585584,512916480,0.0
1658389602.348677,513522688,0.0
1658389662.3643079,514127872,0.0
1658389722.3655267,514736128,0.0
1658389782.3558288,515341312,0.0
1658389842.3562443,515947520,0.0
1658389902.349479,516551680,0.0
1658389962.3480713,517157888,0.0
1658390022.3536398,517766144,0.0
1658390082.345862,518370304,0.0
1658390142.3454008,518975488,0.0
1658390202.361212,519582720,0.0
1658390262.3544326,520187904,0.0
1658390322.3480368,520796160,0.0
1658390382.354711,521401344,0.0
1658390442.3636186,522007552,0.0
1658390502.347491,522613760,0.0
1658390562.344162,523217920,0.0
1658390622.3576627,523825152,0.0
1658390682.3633375,524432384,0.0
1658390742.351119,525038592,0.0
1658390802.355111,525643776,0.0
1658390862.3518312,526252032,0.0
1658390922.3514268,526856192,0.0
1658390982.3646557,527462400,0.0
1658391042.354153,528067584,0.0
1658391102.3545659,528673792,0.0
1658391162.3510675,529277952,0.0
1658391222.3454804,529883136,0.0
1658391282.3485641,530490368,0.0
1658391342.3482249,531094528,0.0
1658391402.3589282,531701760,0.0
1658391462.3552122,532308992,0.0
1658391522.3522706,532914176,0.0
1658391582.345571,533517312,0.0
1658391642.3597856,534125568,0.0
1658391702.3465593,534729728,0.0
1658391762.3499155,535335936,0.0
1658391822.3495917,535942144,0.0
1658391882.358604,536548352,0.0
1658391942.3504646,537155584,0.0
1658392002.3593194,537759744,0.0
1658392062.346985,538365952,0.0
1658392122.3545346,538970112,0.0
1658392182.3536675,539577344,0.0
1658392242.3546615,540182528,0.0
1658392302.355189,540788736,0.0
1658392362.354152,541394944,0.0
1658392422.349563,542000128,0.0
1658392482.3404593,542606336,0.0
1658392542.3484616,543214592,0.0
1658392602.3528702,543818752,0.0
1658392662.3588219,544423936,0.0
1658392722.3507128,545027072,0.0
1658392782.3530424,545633280,0.0
1658392842.3547862,546238464,0.0
1658392902.3526053,546843648,0.0
1658392962.3512723,547449856,0.0
1658393022.358364,548056064,0.0
1658393082.3718543,548660224,0.0
1658393142.3567216,549266432,0.0
1658393202.350619,549872640,0.0
1658393262.3576546,550479872,0.0
1658393322.3679092,551086080,0.0
1658393382.3510373,551691264,0.0
1658393442.3531964,552297472,0.0
1658393502.3541873,552903680,0.0
1658393562.3461275,553506816,0.0
1658393622.3480318,554114048,0.0
1658393682.3582203,554719232,0.0
1658393742.3527267,555326464,0.0
1658393802.3467815,555932672,0.0
1658393862.3579605,556538880,0.0
1658393922.360699,557145088,0.0
1658393982.349278,557752320,0.0
1658394042.353404,558357504,0.0
1658394102.3595712,558962688,0.0
1658394162.357344,559568896,0.0
1658394222.3543127,560174080,0.0
1658394282.3577294,560782336,0.0
1658394342.364545,561387520,0.0
1658394402.3458707,561993728,0.0
1658394462.368537,562598912,0.0
1658394522.3547833,563206144,0.0
1658394582.3525765,563810304,0.0
1658394642.3525057,564415488,0.0
1658394702.3478825,565020672,0.0
1658394762.3499868,565628928,0.0
1658394822.355184,566234112,0.0
1658394882.3485117,566841344,0.0
1658394942.3616889,567447552,0.0
1658395002.3542047,568052736,0.0
1658395062.3494763,568657920,0.0
1658395122.3618279,569264128,0.0
1658395182.3440022,569868288,0.0
1658395242.3501115,570475520,0.0
1658395302.3518965,571080704,0.0
1658395362.353264,571686912,0.0
1658395422.3540912,572293120,0.0
1658395482.360821,572898304,0.0
1658395542.3560712,573504512,0.0
1658395602.3540874,574110720,0.0
1658395662.368285,574716928,0.0
1658395722.3589923,575324160,0.0
1658395782.3479862,575928320,0.0
1658395842.3623354,576534528,0.0
1658395902.3606615,577140736,0.0
1658395962.3578458,577743872,0.0
1658396022.348695,578351104,0.0
1658396082.3525689,578958336,0.0
1658396142.3551514,579565568,0.0
1658396202.3544393,580171776,0.0
1658396262.3516943,580776960,0.0
1658396322.3577466,581382144,0.0
1658396382.3549855,581989376,0.0
1658396442.3656487,582595584,0.0
1658396502.3452165,583201792,0.0
1658396562.3480387,583805952,0.0
1658396622.3465643,584412160,0.0
1658396682.3468027,585018368,0.0
1658396742.3483179,585623552,0.0
1658396802.3513575,586228736,0.0
1658396862.3587508,586834944,0.0
1658396922.3505974,587440128,0.0
