wall_time,step,value
1658387742.3327932,494750720,0.0
1658387802.3358305,495351808,0.0
1658387862.3349638,495960064,0.0
1658387922.332166,496567296,0.0
1658387982.3374157,497170432,0.0
1658388042.335265,497778688,0.0
1658388102.3327594,498383872,0.0
1658388162.3395743,498988032,0.0
1658388222.3388283,499593216,0.0
1658388282.336505,500198400,0.0
1658388342.338625,500803584,0.0
1658388402.330937,501408768,0.0
1658388462.34086,502014976,0.0
1658388522.332065,502620160,0.0
1658388582.3382804,503225344,0.0
1658388642.3472092,503831552,0.0
1658388702.335006,504438784,0.0
1658388762.3327003,505043968,0.0
1658388822.339863,505649152,0.0
1658388882.3305562,506254336,0.0
1658388942.3358674,506860544,0.0
1658389002.3334873,507464704,0.0
1658389062.3371756,508070912,0.0
1658389122.3335054,508676096,0.0
1658389182.3298542,509281280,0.0
1658389242.3313107,509886464,0.0
1658389302.3374813,510492672,0.0
1658389362.3312168,511097856,0.0
1658389422.3301873,511704064,0.0
1658389482.3393419,512310272,0.0
1658389542.3310816,512916480,0.0
1658389602.334119,513522688,0.0
1658389662.3429103,514127872,0.0
1658389722.3394566,514736128,0.0
1658389782.3377695,515341312,0.0
1658389842.3416638,515947520,0.0
1658389902.3364644,516551680,0.0
1658389962.3325846,517157888,0.0
1658390022.340061,517766144,0.0
1658390082.3326263,518370304,0.0
1658390142.3336196,518975488,0.0
1658390202.333696,519582720,0.0
1658390262.3367698,520187904,0.0
1658390322.335921,520796160,0.0
1658390382.3366368,521401344,0.0
1658390442.3458595,522007552,0.0
1658390502.3334057,522613760,0.0
1658390562.3306715,523217920,0.0
1658390622.3373976,523825152,0.0
1658390682.3436306,524432384,0.0
1658390742.335569,525038592,0.0
1658390802.3367975,525643776,0.0
1658390862.3368802,526252032,0.0
1658390922.335445,526856192,0.0
1658390982.33869,527462400,0.0
1658391042.3365328,528067584,0.0
1658391102.34061,528673792,0.0
1658391162.335969,529277952,0.0
1658391222.332864,529883136,0.0
1658391282.3375568,530490368,0.0
1658391342.33146,531094528,0.0
1658391402.3450234,531701760,0.0
1658391462.3389592,532308992,0.0
1658391522.3338265,532914176,0.0
1658391582.3347337,533517312,0.0
1658391642.336095,534125568,0.0
1658391702.3336642,534729728,0.0
1658391762.3302147,535335936,0.0
1658391822.3356597,535942144,0.0
1658391882.3387613,536548352,0.0
1658391942.3351128,537155584,0.0
1658392002.338636,537759744,0.0
1658392062.3309126,538365952,0.0
1658392122.3405743,538970112,0.0
1658392182.336329,539577344,0.0
1658392242.336298,540182528,0.0
1658392302.3391497,540788736,0.0
1658392362.3299563,541394944,0.0
1658392422.3348484,542000128,0.0
1658392482.3290722,542606336,0.0
1658392542.332022,543214592,0.0
1658392602.3399787,543818752,0.0
1658392662.3376648,544423936,0.0
1658392722.3369284,545027072,0.0
1658392782.3364334,545633280,0.0
1658392842.338112,546238464,0.0
1658392902.3354144,546843648,0.0
1658392962.3350058,547449856,0.0
1658393022.341534,548056064,0.0
1658393082.3481457,548660224,0.0
1658393142.3390207,549266432,0.0
1658393202.334018,549872640,0.0
1658393262.3446984,550479872,0.0
1658393322.3456311,551086080,0.0
1658393382.3353496,551691264,0.0
1658393442.3380969,552297472,0.0
1658393502.3370757,552903680,0.0
1658393562.3314128,553506816,0.0
1658393622.3341615,554114048,0.0
1658393682.3332102,554719232,0.0
1658393742.3376522,555326464,0.0
1658393802.3343306,555932672,0.0
1658393862.3410382,556538880,0.0
1658393922.3447242,557145088,0.0
1658393982.3316538,557752320,0.0
1658394042.3387198,558357504,0.0
1658394102.339337,558962688,0.0
1658394162.3393772,559568896,0.0
1658394222.3369436,560174080,0.0
1658394282.3445501,560782336,0.0
1658394342.348694,561387520,0.0
1658394402.333521,561993728,0.0
1658394462.346824,562598912,0.0
1658394522.3376656,563206144,0.0
1658394582.3326812,563810304,0.0
1658394642.338071,564415488,0.0
1658394702.330921,565020672,0.0
1658394762.335396,565628928,0.0
1658394822.3389688,566234112,0.0
1658394882.3365715,566841344,0.0
1658394942.3360848,567447552,0.0
1658395002.3356276,568052736,0.0
