wall_time,step,value
1739278387.0491793,336854016,0.0
1739278397.0496547,337104896,0.0
1739278407.049028,337309696,0.0
1739278417.0494766,337571840,0.0
1739278427.048978,337827840,0.0
1739278437.0493495,338036736,0.0
1739278447.0491827,338304000,0.0
1739278457.0488212,338568192,0.0
1739278467.2000647,338786304,0.0
1739278477.049585,339026944,0.0
1739278487.0493236,339280896,0.0
1739278497.0498133,339534848,0.0
1739278507.0491216,339732480,0.0
1739278517.0503244,339990528,0.0
1739278527.0504634,340244480,0.0
1739278537.0510445,340444160,0.0
1739278547.0500226,340700160,0.0
1739278557.0496094,340954112,0.0
1739278567.049834,341201920,0.0
1739278577.0494223,341406720,0.0
1739278587.0504835,341662720,0.0
1739278597.0503178,341912576,0.0
1739278607.0505545,342109184,0.0
1739278617.050485,342368256,0.0
1739278627.0502982,342619136,0.0
1739278637.1302347,342829056,0.0
1739278647.0492997,343084032,0.0
1739278657.0509777,343347200,0.0
1739278667.0496142,343602176,0.0
1739278677.0490499,343808000,0.0
1739278687.04845,344075264,0.0
1739278697.0511653,344335360,0.0
1739278707.0500143,344544256,0.0
1739278717.0490534,344803328,0.0
1739278727.0512187,345061376,0.0
1739278737.0514967,345319424,0.0
1739278747.0497816,345533440,0.0
1739278757.0499203,345791488,0.0
1739278767.0504162,346050560,0.0
1739278777.0490394,346268672,0.0
1739278787.049125,346526720,0.0
1739278797.049804,346784768,0.0
1739278807.126114,346997760,0.0
1739278817.0495555,347251712,0.0
1739278827.0494938,347510784,0.0
1739278837.0490427,347771904,0.0
1739278847.0506113,347984896,0.0
1739278857.050212,348244992,0.0
1739278867.0493166,348500992,0.0
1739278877.0486207,348717056,0.0
1739278887.0491972,348974080,0.0
1739278897.051238,349229056,0.0
1739278907.0492032,349487104,0.0
1739278917.0500848,349702144,0.0
1739278927.0501688,349958144,0.0
1739278937.0492718,350215168,0.0
1739278947.050415,350431232,0.0
1739278957.0493906,350689280,0.0
1739278967.0493484,350942208,0.0
1739278977.0497088,351160320,0.0
1739278987.0495183,351418368,0.0
1739278997.0492373,351676416,0.0
1739279007.0501301,351936512,0.0
1739279017.0503542,352151552,0.0
1739279027.049356,352412672,0.0
1739279037.0508332,352671744,0.0
1739279047.0493152,352889856,0.0
1739279057.0493338,353147904,0.0
1739279067.0490627,353409024,0.0
1739279078.7566075,353668096,0.0
1739279087.05036,353885184,0.0
1739279097.049405,354144256,0.0
1739279107.0494506,354400256,0.0
1739279117.0497859,354613248,0.0
1739279127.0497465,354874368,0.0
1739279137.0492442,355129344,0.0
1739279147.0498106,355342336,0.0
1739279157.050764,355602432,0.0
1739279167.050334,355860480,0.0
1739279177.0582666,356124672,0.0
1739279187.0492053,356345856,0.0
1739279197.050243,356608000,0.0
1739279207.0488014,356870144,0.0
1739279217.0495808,357086208,0.0
1739279227.0498703,357347328,0.0
1739279237.0494993,357607424,0.0
1739279247.0498028,357866496,0.0
1739279257.0498853,358115328,0.0
1739279267.0501616,358282240,0.0
1739279277.0503044,358529024,0.0
1739279287.0494175,358789120,0.0
1739279298.4665291,359034880,0.0
1739279307.0502381,359262208,0.0
1739279317.0498228,359522304,0.0
1739279327.049063,359782400,0.0
1739279337.050925,359995392,0.0
1739279347.050235,360246272,0.0
1739279357.0498624,360483840,0.0
1739279367.049363,360698880,0.0
1739279377.0500793,360954880,0.0
1739279387.0491858,361221120,0.0
1739279397.048991,361479168,0.0
1739279407.0507,361693184,0.0
1739279417.0493047,361948160,0.0
1739279427.0502641,362199040,0.0
1739279437.0490525,362394624,0.0
1739279447.049617,362629120,0.0
1739279457.0495024,362880000,0.0
1739279468.1221492,363114496,0.0
1739279477.0495105,363343872,0.0
1739279487.0506952,363600896,0.0
1739279497.050338,363853824,0.0
1739279507.0502775,364065792,0.0
1739279517.0494263,364315648,0.0
1739279527.0490005,364571648,0.0
1739279537.0494394,364779520,0.0
1739279547.0500867,365034496,0.0
1739279557.0492344,365292544,0.0
1739279567.0501106,365553664,0.0
1739279577.0502663,365766656,0.0
1739279587.049532,366025728,0.0
1739279597.0492933,366284800,0.0
1739279607.0501225,366495744,0.0
1739279617.0495164,366748672,0.0
1739279627.049849,367011840,0.0
1739279637.885663,367248384,0.0
1739279647.0499918,367478784,0.0
1739279657.0489724,367737856,0.0
1739279667.049864,367998976,0.0
1739279677.0499659,368210944,0.0
1739279687.0491014,368467968,0.0
1739279697.0494487,368731136,0.0
1739279707.0495713,368944128,0.0
1739279717.0493476,369200128,0.0
1739279727.0489974,369460224,0.0
1739279737.0503135,369723392,0.0
1739279747.0494688,369938432,0.0
1739279757.0501478,370201600,0.0
1739279767.050018,370460672,0.0
1739279777.0493312,370665472,0.0
1739279787.0490124,370932736,0.0
1739279797.0502548,371194880,0.0
1739279807.7252352,371421184,0.0
1739279817.050454,371649536,0.0
1739279827.0502355,371898368,0.0
1739279837.0508575,372145152,0.0
1739279847.049869,372343808,0.0
1739279857.0484364,372613120,0.0
1739279867.0495691,372878336,0.0
1739279877.0501995,373086208,0.0
1739279887.049682,373348352,0.0
1739279897.049425,373609472,0.0
1739279907.0501482,373866496,0.0
1739279917.049927,374065152,0.0
1739279927.050072,374322176,0.0
1739279937.0503666,374562816,0.0
1739279947.049618,374771712,0.0
1739279957.0487523,375038976,0.0
1739279967.0497055,375300096,0.0
1739279977.8438077,375528448,0.0
1739279987.0496202,375768064,0.0
1739279997.0498888,376033280,0.0
1739280007.0492973,376288256,0.0
1739280017.0493407,376492032,0.0
1739280027.049741,376753152,0.0
1739280037.0494852,377009152,0.0
1739280047.0502179,377214976,0.0
1739280057.0493038,377479168,0.0
1739280067.0498762,377741312,0.0
1739280077.0513852,377989120,0.0
1739280087.0498133,378195968,0.0
1739280097.049854,378458112,0.0
1739280107.049553,378719232,0.0
1739280117.0500922,378920960,0.0
1739280127.0498085,379174912,0.0
1739280137.0489311,379428864,0.0
